"meanfreq","sd","median","Q25","Q75","IQR","skew","kurt","sp.ent","sfm","mode","centroid","meanfun","minfun","maxfun","meandom","mindom","maxdom","dfrange","modindx","label"
0.225937873688349,0.0532807231363163,0.240827980014276,0.210649536045682,0.263211991434689,0.0525624553890078,2.57434315691023,10.7015286101963,0.882483161876881,0.314315313027499,0.277601713062099,0.225937873688349,0.19669087954437,0.0347826086956522,0.275862068965517,0.459909539473684,0.2265625,1.0703125,0.84375,0.191615226337449,"female"
0.229112328892614,0.0386279229270104,0.234603750756201,0.206654567453116,0.258318209316394,0.0516636418632789,1.81877280650147,6.05720162190425,0.875152071959455,0.206667877267242,0.238499697519661,0.229112328892614,0.212215138181083,0.0583941605839416,0.275862068965517,0.586107336956522,0.20703125,1.0234375,0.81640625,0.302957807742497,"female"
0.220747967847057,0.037528030566139,0.228402366863905,0.200710059171598,0.248520710059172,0.047810650887574,1.88332161626307,6.20861118708559,0.876729895296158,0.165924779344464,0.234792899408284,0.220747967847057,0.218256185411648,0.177777777777778,0.25,0.532958984375,0.19140625,0.875,0.68359375,0.328,"male"
0.227821135418542,0.0316040191962641,0.236234887737478,0.214715025906736,0.245906735751295,0.0311917098445596,3.01556950486647,14.4715326016555,0.849698908744201,0.0877091026264209,0.240103626943005,0.227821135418542,0.20461582243767,0.121212121212121,0.275862068965517,0.545200892857143,0.2578125,1.59765625,1.33984375,0.213500784929356,"male"
0.210694702409616,0.0337628685890023,0.211736237144586,0.191917725347852,0.232062915910466,0.0401451905626134,2.25658863824413,8.48794120809054,0.875731420344055,0.19875768178526,0.213091349062311,0.210694702409616,0.192921628680057,0.0919540229885057,0.275862068965517,0.574573863636364,0.1875,1.109375,0.921875,0.419289749798224,"female"
0.234544856737846,0.0391254165185879,0.243896285914506,0.230161177295025,0.252725998598458,0.0225648213034338,3.58172211883081,17.5682098160853,0.836119153968425,0.190616097566241,0.244877365101612,0.234544856737846,0.238046804655309,0.195121951219512,0.275862068965517,0.862664473684211,0.23828125,1.79296875,1.5546875,0.271356783919598,"female"
0.209009257955664,0.0379777134692836,0.209153713298791,0.190535405872193,0.230431778929188,0.0398963730569948,2.24805684758169,9.55328725391718,0.882792183304457,0.210809045761157,0.206252158894646,0.209009257955664,0.205432544472866,0.135593220338983,0.266666666666667,0.391357421875,0.19140625,0.89453125,0.703125,0.405185185185185,"male"
0.246992060970562,0.0369658116497503,0.257577197149644,0.242470308788599,0.268503562945368,0.0260332541567696,3.31959753045974,16.0964779143903,0.832452342503123,0.146234599558971,0.260047505938242,0.246992060970562,0.224079860556221,0.015625,0.275862068965517,0.551282051282051,0.25390625,1.13671875,0.8828125,0.314398469265726,"female"
0.215901485341164,0.0470139045948124,0.219452780229479,0.182877316857899,0.257016769638129,0.0741394527802295,1.58451162767802,5.48595304942268,0.894462414010946,0.205801058230197,0.266407766990291,0.215901485341164,0.190352100447416,0.0792079207920792,0.275862068965517,0.8140625,0.31640625,1.78125,1.46484375,0.34,"female"
0.209252122300057,0.0442826984769131,0.211648822269807,0.186866523911492,0.238229835831549,0.0513633119200571,1.70896972475686,5.95248124487568,0.901182708687815,0.315330962097112,0.211249107780157,0.209252122300057,0.186044493959293,0.00975609756097561,0.275862068965517,0.568256578947368,0.1953125,2.5390625,2.34375,0.11212962962963,"male"
0.212011084525289,0.045142213841625,0.222100909842845,0.182150537634409,0.24398676592225,0.0618362282878412,1.75199496046347,6.40838685933639,0.909284932000465,0.267889002976521,0.227080231596361,0.212011084525289,0.192953622754334,0.0952380952380952,0.275862068965517,0.3985595703125,0.203125,1.0859375,0.8828125,0.166856979731659,"male"
0.226050150500092,0.0600134841089278,0.247814981014843,0.218432861580946,0.264632378322403,0.0461995167414567,2.75649287650776,10.9635892054833,0.889682020346286,0.347097687647676,0.263665861235761,0.226050150500092,0.197064940844676,0.015625,0.275862068965517,0.762820512820513,0.23046875,1.89453125,1.6640625,0.249651059510214,"female"
0.232108539081206,0.0389665171964848,0.237788944723618,0.222311557788945,0.25748743718593,0.0351758793969849,2.29493285353322,8.15560099842177,0.860949987616292,0.20584763445621,0.237185929648241,0.232108539081206,0.186571489979668,0.0784313725490196,0.275862068965517,0.661184210526316,0.3046875,1.125,0.8203125,0.363227513227513,"female"
0.226109698323485,0.0343631924067999,0.22971914893617,0.211370212765957,0.247353191489362,0.0359829787234042,2.17762095120028,7.38670548780659,0.8516779121245,0.164634017630569,0.234723404255319,0.226109698323485,0.233447790541004,0.195121951219512,0.266666666666667,0.444091796875,0.20703125,0.87890625,0.671875,0.365891472868217,"female"
0.229832497443141,0.0585121562983316,0.257177914110429,0.202453987730061,0.271165644171779,0.0687116564417178,4.06042376720685,23.2543932632687,0.86288845292909,0.310758187103199,0.28,0.229832497443141,0.192356249840355,0.0888888888888889,0.266666666666667,0.630989583333333,0.2578125,2.23828125,1.98046875,0.312482389405466,"female"
