"sound.files","meanfreq","sd","median","Q25","Q75","IQR","skew","kurt","sp.ent","sfm","mode","centroid","meanfun","minfun","maxfun","meandom","mindom","maxdom","dfrange","modindx","label"
"401070917_.wav",0.189548585970416,0.0554217548188926,0.170947368421053,0.147234449760766,0.246507177033493,0.0992727272727273,2.67019623866238,12.2442893775351,0.897778540715293,0.272051641214974,0.278392344497608,0.189548585970416,0.152801147005372,0.0588235294117647,0.242424242424242,0.51171875,0.265625,0.82421875,0.55859375,0.377872127872128,"male"
"401072081_.wav",0.221489912886638,0.0464696348952809,0.236035634743875,0.186614699331849,0.260824053452116,0.0742093541202673,2.15079155505658,8.56989086715526,0.897361085044342,0.174637944305592,0.270334075723831,0.221489912886638,0.159508676658409,0.0683760683760684,0.258064516129032,0.49359375,0.24609375,0.70703125,0.4609375,0.244350282485876,"male"
"401072493_.wav",0.205196672473392,0.0448939235009976,0.203901712583768,0.172628443782576,0.244348473566642,0.0717200297840655,1.11727121489077,3.48377081004296,0.910004002115249,0.166263753056461,0.172419955323902,0.205196672473392,0.156653492922247,0.0952380952380952,0.266666666666667,0.594401041666667,0.1796875,1.56640625,1.38671875,0.252858326429163,"male"
"401074625_.wav",0.21007973240579,0.0518999256914443,0.21713298791019,0.173126079447323,0.256545768566494,0.083419689119171,1.47211131675071,5.62663559317753,0.915835519082389,0.286578534840797,0.270811744386874,0.21007973240579,0.129648192651048,0.0248447204968944,0.266666666666667,0.550537109375,0.23046875,2.35546875,2.125,0.195710784313725,"male"
"401075355_.wav",0.207940406164304,0.0543168321416737,0.223682076236821,0.153965936739659,0.257972424979724,0.104006488240065,2.59979666104998,12.1153992315933,0.897622072317736,0.195775124661984,0.258653690186537,0.207940406164304,0.13806931925424,0.0888888888888889,0.195121951219512,0.440027573529412,0.234375,0.77734375,0.54296875,0.338579136690647,"male"
"401076469_.wav",0.200750352820655,0.0523274449497695,0.183456,0.159936,0.25648,0.096544,1.78576114796177,6.22465489987969,0.897547750699194,0.192239987147116,0.28,0.200750352820655,0.152582540526086,0.0720720720720721,0.266666666666667,0.423483455882353,0,0.5859375,0.5859375,0.173333333333333,"male"
"401077627_.wav",0.22552655615349,0.0486027536779337,0.242690582959641,0.201614349775785,0.260807174887892,0.0591928251121076,2.86210761256824,13.4471851576871,0.881593867740067,0.213465542274372,0.259551569506726,0.22552655615349,0.149212015046114,0.103896103896104,0.25,0.41796875,0.22265625,0.6171875,0.39453125,0.37018701870187,"male"
"401079037_.wav",0.209943564528207,0.0516381895097502,0.219414114513981,0.183808255659121,0.249800266311585,0.0659920106524634,1.44818558011427,4.70924543966954,0.917025512818986,0.288303252473107,0.204873501997337,0.209943564528207,0.102580400808153,0.0571428571428571,0.150943396226415,0.575827205882353,0.30859375,0.76953125,0.4609375,0.274011299435028,"male"
"401079807_.wav",0.211949027486238,0.0545458925960162,0.229795427196149,0.166281588447653,0.258435619735259,0.0921540312876053,1.7016349737724,5.87503292509151,0.912404153564516,0.288684927453004,0.259614921780987,0.211949027486238,0.149135890982671,0.0860215053763441,0.228571428571429,0.502308238636364,0.2421875,1.33984375,1.09765625,0.191637010676157,"male"
"401082559_.wav",0.208846911919224,0.0463535020547262,0.214628571428571,0.193371428571429,0.240228571428571,0.0468571428571429,1.82429366749585,6.14816883310917,0.898868348079681,0.275816300856873,0.201142857142857,0.208846911919224,0.110734101846009,0.015625,0.181818181818182,0.226318359375,0.19140625,0.28125,0.08984375,0.403726708074534,"male"
"401085991_.wav",0.210629851716283,0.048569632564061,0.222061191626409,0.192528180354267,0.243252818035427,0.0507246376811594,1.88569619411379,6.8449625162921,0.903488273849131,0.308816857730707,0.222061191626409,0.210629851716283,0.113864564585417,0.0792079207920792,0.228571428571429,0.518152573529412,0.21875,1.1015625,0.8828125,0.274059734513274,"male"
