sound.files,meanfreq,sd,median,Q25,Q75,IQR,skew,kurt,sp.ent,sfm,mode,centroid,meanfun,minfun,maxfun,meandom,mindom,maxdom,dfrange,modindx,label
401884314_.wav,0.22593787368834906,0.0532807231363163,0.240827980014276,0.210649536045682,0.263211991434689,0.0525624553890078,2.57434315691023,10.7015286101963,0.882483161876881,0.3143153130274989,0.277601713062099,0.22593787368834906,0.19669087954437,0.0347826086956522,0.27586206896551696,0.459909539473684,0.2265625,1.0703125,0.84375,0.19161522633744896,female
401824043_.wav,0.229112328892614,0.0386279229270104,0.23460375075620105,0.20665456745311608,0.258318209316394,0.0516636418632789,1.8187728065014697,6.057201621904251,0.875152071959455,0.206667877267242,0.238499697519661,0.229112328892614,0.212215138181083,0.0583941605839416,0.27586206896551696,0.586107336956522,0.20703125,1.0234375,0.81640625,0.30295780774249703,female
401689007_.wav,0.22074796784705705,0.037528030566139,0.228402366863905,0.20071005917159804,0.248520710059172,0.047810650887574,1.8833216162630704,6.20861118708559,0.8767298952961579,0.16592477934446398,0.234792899408284,0.22074796784705705,0.218256185411648,0.17777777777777806,0.25,0.532958984375,0.19140625,0.875,0.68359375,0.328,male
401499352_.wav,0.227821135418542,0.0316040191962641,0.236234887737478,0.214715025906736,0.245906735751295,0.0311917098445596,3.01556950486647,14.4715326016555,0.849698908744201,0.0877091026264209,0.240103626943005,0.227821135418542,0.20461582243767,0.121212121212121,0.27586206896551696,0.5452008928571429,0.2578125,1.59765625,1.33984375,0.213500784929356,male
401360376_.wav,0.21069470240961605,0.0337628685890023,0.2117362371445861,0.191917725347852,0.232062915910466,0.0401451905626134,2.25658863824413,8.48794120809054,0.875731420344055,0.19875768178526,0.213091349062311,0.21069470240961605,0.192921628680057,0.0919540229885057,0.27586206896551696,0.5745738636363641,0.1875,1.109375,0.921875,0.419289749798224,female
401352396_.wav,0.2345448567378461,0.0391254165185879,0.243896285914506,0.230161177295025,0.252725998598458,0.0225648213034338,3.58172211883081,17.5682098160853,0.8361191539684251,0.19061609756624104,0.244877365101612,0.2345448567378461,0.2380468046553089,0.195121951219512,0.27586206896551696,0.862664473684211,0.23828125,1.79296875,1.5546875,0.271356783919598,female
401495336_.wav,0.209009257955664,0.0379777134692836,0.209153713298791,0.19053540587219286,0.2304317789291881,0.0398963730569948,2.2480568475816898,9.55328725391718,0.8827921833044571,0.2108090457611569,0.206252158894646,0.209009257955664,0.205432544472866,0.135593220338983,0.266666666666667,0.391357421875,0.19140625,0.89453125,0.703125,0.405185185185185,male
401243844_.wav,0.246992060970562,0.0369658116497503,0.257577197149644,0.242470308788599,0.26850356294536804,0.0260332541567696,3.31959753045974,16.096477914390302,0.8324523425031229,0.146234599558971,0.260047505938242,0.246992060970562,0.224079860556221,0.015625,0.27586206896551696,0.5512820512820511,0.25390625,1.13671875,0.8828125,0.314398469265726,female
401460379_.wav,0.215901485341164,0.0470139045948124,0.21945278022947887,0.18287731685789896,0.257016769638129,0.0741394527802295,1.58451162767802,5.4859530494226805,0.8944624140109458,0.20580105823019693,0.266407766990291,0.215901485341164,0.190352100447416,0.0792079207920792,0.27586206896551696,0.8140625,0.31640625,1.78125,1.46484375,0.34,female
401243913_.wav,0.209252122300057,0.0442826984769131,0.21164882226980705,0.186866523911492,0.2382298358315489,0.0513633119200571,1.70896972475686,5.95248124487568,0.9011827086878148,0.31533096209711203,0.21124910778015696,0.209252122300057,0.18604449395929296,0.00975609756097561,0.27586206896551696,0.5682565789473679,0.1953125,2.5390625,2.34375,0.11212962962963,male
